drug_row,side_effect_col,label,matched_positive_col,prevalence_bin
6,236,0,243,4
6,2,0,243,4
6,505,0,243,4
6,445,0,243,4
6,252,1,252,4
6,225,0,252,4
6,273,0,252,4
6,92,0,252,4
6,445,0,252,4
6,207,0,252,4
6,265,1,265,3
6,937,0,265,3
6,432,0,265,3
6,342,0,265,3
6,832,0,265,3
6,688,0,265,3
6,269,1,269,4
6,861,0,269,4
6,258,0,269,4
6,207,0,269,4
6,2,0,269,4
6,236,0,269,4
6,332,1,332,4
6,2,0,332,4
6,758,0,332,4
6,505,0,332,4
6,445,0,332,4
6,207,0,332,4
6,345,1,345,2
6,146,0,345,2
6,79,0,345,2
6,869,0,345,2
6,733,0,345,2
6,386,0,345,2
6,401,1,401,4
6,683,0,401,4
6,80,0,401,4
6,236,0,401,4
6,505,0,401,4
6,2,0,401,4
6,409,1,409,1
6,516,0,409,1
6,689,0,409,1
6,827,0,409,1
6,464,0,409,1
6,85,0,409,1
6,458,1,458,1
6,622,0,458,1
6,901,0,458,1
6,464,0,458,1
6,536,0,458,1
6,774,0,458,1
6,468,1,468,4
6,92,0,468,4
6,207,0,468,4
6,236,0,468,4
6,225,0,468,4
6,683,0,468,4
6,519,1,519,1
6,901,0,519,1
6,827,0,519,1
6,22,0,519,1
6,944,0,519,1
6,300,0,519,1
6,607,1,607,4
6,225,0,607,4
6,2,0,607,4
6,505,0,607,4
6,696,0,607,4
6,207,0,607,4
6,621,1,621,4
6,80,0,621,4
6,2,0,621,4
6,273,0,621,4
6,236,0,621,4
6,505,0,621,4
6,630,1,630,1
6,827,0,630,1
6,300,0,630,1
6,147,0,630,1
6,71,0,630,1
6,774,0,630,1
6,754,1,754,0
6,924,0,754,0
6,701,0,754,0
6,32,0,754,0
6,986,0,754,0
6,793,0,754,0
6,778,1,778,4
6,258,0,778,4
6,758,0,778,4
6,505,0,778,4
6,696,0,778,4
6,92,0,778,4
6,885,1,885,3
6,432,0,885,3
6,564,0,885,3
6,655,0,885,3
6,904,0,885,3
6,234,0,885,3
6,912,1,912,2
6,1,0,912,2
6,386,0,912,2
6,227,0,912,2
6,132,0,912,2
6,869,0,912,2
6,950,1,950,3
6,832,0,950,3
6,539,0,950,3
6,53,0,950,3
6,656,0,950,3
6,28,0,950,3
6,970,1,970,3
6,564,0,970,3
6,342,0,970,3
6,539,0,970,3
6,808,0,970,3
6,234,0,970,3
6,978,1,978,4
6,258,0,978,4
6,861,0,978,4
6,683,0,978,4
6,696,0,978,4
6,92,0,978,4
7,28,1,28,3
7,265,0,28,3
7,342,0,28,3
7,946,0,28,3
7,885,0,28,3
7,53,0,28,3
7,35,1,35,4
7,225,0,35,4
7,2,0,35,4
7,332,0,35,4
7,269,0,35,4
7,74,0,35,4
7,40,1,40,0
7,660,0,40,0
7,867,0,40,0
7,523,0,40,0
7,318,0,40,0
7,793,0,40,0
7,71,1,71,1
7,300,0,71,1
7,464,0,71,1
7,358,0,71,1
7,944,0,71,1
7,610,0,71,1
7,80,1,80,4
7,258,0,80,4
7,683,0,80,4
7,778,0,80,4
7,225,0,80,4
7,332,0,80,4
7,92,1,92,4
7,696,0,92,4
7,236,0,92,4
7,74,0,92,4
7,225,0,92,4
7,445,0,92,4
7,147,1,147,1
7,409,0,147,1
7,300,0,147,1
7,536,0,147,1
7,358,0,147,1
7,774,0,147,1
7,181,1,181,3
7,838,0,181,3
7,883,0,181,3
7,265,0,181,3
7,720,0,181,3
7,937,0,181,3
7,207,1,207,4
7,778,0,207,4
7,180,0,207,4
7,236,0,207,4
7,332,0,207,4
7,258,0,207,4
7,215,1,215,4
7,258,0,215,4
7,683,0,215,4
7,269,0,215,4
7,778,0,215,4
7,225,0,215,4
7,243,1,243,4
7,778,0,243,4
7,696,0,243,4
7,683,0,243,4
7,236,0,243,4
7,258,0,243,4
7,273,1,273,4
7,696,0,273,4
7,180,0,273,4
7,683,0,273,4
7,74,0,273,4
7,269,0,273,4
7,386,1,386,2
7,431,0,386,2
7,452,0,386,2
7,345,0,386,2
7,361,0,386,2
7,392,0,386,2
7,401,1,401,4
7,269,0,401,4
7,236,0,401,4
7,696,0,401,4
7,252,0,401,4
7,332,0,401,4
7,468,1,468,4
7,252,0,468,4
7,778,0,468,4
7,236,0,468,4
7,696,0,468,4
7,445,0,468,4
7,488,1,488,3
7,937,0,488,3
7,539,0,488,3
7,53,0,488,3
7,342,0,488,3
7,950,0,488,3
7,505,1,505,4
7,252,0,505,4
7,778,0,505,4
7,696,0,505,4
7,258,0,505,4
7,236,0,505,4
7,564,1,564,3
7,720,0,564,3
7,946,0,564,3
7,265,0,564,3
7,950,0,564,3
7,620,0,564,3
7,607,1,607,4
7,696,0,607,4
7,225,0,607,4
7,258,0,607,4
7,683,0,607,4
7,236,0,607,4
7,621,1,621,4
7,225,0,621,4
7,696,0,621,4
7,269,0,621,4
7,258,0,621,4
7,445,0,621,4
7,655,1,655,3
7,832,0,655,3
7,539,0,655,3
7,443,0,655,3
7,970,0,655,3
7,885,0,655,3
7,754,1,754,0
7,986,0,754,0
7,318,0,754,0
7,333,0,754,0
7,266,0,754,0
7,385,0,754,0
7,758,1,758,4
7,258,0,758,4
7,269,0,758,4
7,2,0,758,4
7,696,0,758,4
7,332,0,758,4
7,808,1,808,3
7,234,0,808,3
7,342,0,808,3
7,883,0,808,3
7,885,0,808,3
7,688,0,808,3
7,827,1,827,1
7,610,0,827,1
7,519,0,827,1
7,245,0,827,1
7,44,0,827,1
7,83,0,827,1
7,861,1,861,4
7,236,0,861,4
7,180,0,861,4
7,252,0,861,4
7,696,0,861,4
7,258,0,861,4
7,869,1,869,2
7,303,0,869,2
7,25,0,869,2
7,984,0,869,2
7,638,0,869,2
7,460,0,869,2
7,904,1,904,3
7,883,0,904,3
7,443,0,904,3
7,342,0,904,3
7,946,0,904,3
7,620,0,904,3
7,924,1,924,0
7,867,0,924,0
7,986,0,924,0
7,318,0,924,0
7,660,0,924,0
7,266,0,924,0
7,978,1,978,4
7,236,0,978,4
7,332,0,978,4
7,778,0,978,4
7,180,0,978,4
7,2,0,978,4
8,2,1,2,4
8,607,0,2,4
8,683,0,2,4
8,180,0,2,4
8,236,0,2,4
8,74,0,2,4
8,20,1,20,0
8,660,0,20,0
8,572,0,20,0
8,381,0,20,0
8,405,0,20,0
8,881,0,20,0
8,21,1,21,2
8,386,0,21,2
8,638,0,21,2
8,912,0,21,2
8,303,0,21,2
8,146,0,21,2
8,32,1,32,0
8,523,0,32,0
8,924,0,32,0
8,660,0,32,0
8,405,0,32,0
8,806,0,32,0
8,33,1,33,1
8,71,0,33,1
8,245,0,33,1
8,519,0,33,1
8,516,0,33,1
8,300,0,33,1
8,40,1,40,0
8,660,0,40,0
8,691,0,40,0
8,701,0,40,0
8,381,0,40,0
8,924,0,40,0
8,53,1,53,3
8,808,0,53,3
8,885,0,53,3
8,720,0,53,3
8,832,0,53,3
8,539,0,53,3
8,80,1,80,4
8,683,0,80,4
8,607,0,80,4
8,236,0,80,4
8,35,0,80,4
8,215,0,80,4
8,147,1,147,1
8,44,0,147,1
8,279,0,147,1
8,774,0,147,1
8,71,0,147,1
8,827,0,147,1
8,181,1,181,3
8,656,0,181,3
8,838,0,181,3
8,885,0,181,3
8,946,0,181,3
8,832,0,181,3
8,207,1,207,4
8,236,0,207,4
8,607,0,207,4
8,74,0,207,4
8,92,0,207,4
8,683,0,207,4
8,227,1,227,2
8,869,0,227,2
8,204,0,227,2
8,79,0,227,2
8,132,0,227,2
8,386,0,227,2
8,234,1,234,3
8,832,0,234,3
8,885,0,234,3
8,946,0,234,3
8,539,0,234,3
8,488,0,234,3
8,243,1,243,4
8,607,0,243,4
8,445,0,243,4
8,236,0,243,4
8,35,0,243,4
8,180,0,243,4
8,247,1,247,0
8,881,0,247,0
8,523,0,247,0
8,455,0,247,0
8,867,0,247,0
8,924,0,247,0
8,252,1,252,4
8,236,0,252,4
8,215,0,252,4
8,607,0,252,4
8,74,0,252,4
8,225,0,252,4
8,265,1,265,3
8,539,0,265,3
8,488,0,265,3
8,28,0,265,3
8,904,0,265,3
8,946,0,265,3
8,269,1,269,4
8,35,0,269,4
8,445,0,269,4
8,607,0,269,4
8,236,0,269,4
8,180,0,269,4
8,270,1,270,1
8,83,0,270,1
8,689,0,270,1
8,622,0,270,1
8,519,0,270,1
8,245,0,270,1
8,273,1,273,4
8,92,0,273,4
8,225,0,273,4
8,258,0,273,4
8,215,0,273,4
8,683,0,273,4
8,332,1,332,4
8,225,0,332,4
8,35,0,332,4
8,74,0,332,4
8,683,0,332,4
8,215,0,332,4
8,342,1,342,3
8,720,0,342,3
8,808,0,342,3
8,832,0,342,3
8,937,0,342,3
8,620,0,342,3
8,358,1,358,1
8,622,0,358,1
8,300,0,358,1
8,307,0,358,1
8,827,0,358,1
8,610,0,358,1
8,361,1,361,2
8,275,0,361,2
8,25,0,361,2
8,733,0,361,2
8,912,0,361,2
8,984,0,361,2
8,401,1,401,4
8,35,0,401,4
8,683,0,401,4
8,258,0,401,4
8,236,0,401,4
8,607,0,401,4
8,432,1,432,3
8,488,0,432,3
8,720,0,432,3
8,28,0,432,3
8,937,0,432,3
8,539,0,432,3
8,443,1,443,3
8,808,0,443,3
8,720,0,443,3
8,937,0,443,3
8,488,0,443,3
8,539,0,443,3
8,452,1,452,2
8,638,0,452,2
8,306,0,452,2
8,399,0,452,2
8,114,0,452,2
8,204,0,452,2
8,468,1,468,4
8,180,0,468,4
8,236,0,468,4
8,258,0,468,4
8,74,0,468,4
8,35,0,468,4
8,477,1,477,0
8,660,0,477,0
8,806,0,477,0
8,405,0,477,0
8,385,0,477,0
8,562,0,477,0
8,505,1,505,4
8,236,0,505,4
8,258,0,505,4
8,180,0,505,4
8,607,0,505,4
8,35,0,505,4
8,536,1,536,1
8,610,0,536,1
8,22,0,536,1
8,300,0,536,1
8,83,0,536,1
8,409,0,536,1
8,564,1,564,3
8,28,0,564,3
8,904,0,564,3
8,620,0,564,3
8,808,0,564,3
8,885,0,564,3
8,621,1,621,4
8,74,0,621,4
8,225,0,621,4
8,683,0,621,4
8,236,0,621,4
8,35,0,621,4
8,631,1,631,2
8,146,0,631,2
8,975,0,631,2
8,392,0,631,2
8,132,0,631,2
8,275,0,631,2
8,655,1,655,3
8,832,0,655,3
8,488,0,655,3
8,808,0,655,3
8,937,0,655,3
8,904,0,655,3
8,688,1,688,3
8,808,0,688,3
8,28,0,688,3
8,488,0,688,3
8,720,0,688,3
8,838,0,688,3
8,696,1,696,4
8,215,0,696,4
8,225,0,696,4
8,258,0,696,4
8,445,0,696,4
8,35,0,696,4
8,758,1,758,4
8,258,0,758,4
8,445,0,758,4
8,35,0,758,4
8,225,0,758,4
8,74,0,758,4
8,778,1,778,4
8,607,0,778,4
8,236,0,778,4
8,445,0,778,4
8,258,0,778,4
8,683,0,778,4
8,793,1,793,0
8,660,0,793,0
8,974,0,793,0
8,924,0,793,0
8,266,0,793,0
8,867,0,793,0
8,861,1,861,4
8,92,0,861,4
8,74,0,861,4
8,35,0,861,4
8,180,0,861,4
8,607,0,861,4
8,883,1,883,3
8,720,0,883,3
8,808,0,883,3
8,656,0,883,3
8,620,0,883,3
8,904,0,883,3
8,901,1,901,1
8,307,0,901,1
8,519,0,901,1
8,610,0,901,1
8,458,0,901,1
8,774,0,901,1
8,930,1,930,3
8,808,0,930,3
8,488,0,930,3
8,620,0,930,3
8,720,0,930,3
8,937,0,930,3
8,944,1,944,1
8,610,0,944,1
8,71,0,944,1
8,622,0,944,1
8,85,0,944,1
8,44,0,944,1
8,950,1,950,3
8,808,0,950,3
8,832,0,950,3
8,539,0,950,3
8,488,0,950,3
8,885,0,950,3
8,970,1,970,3
8,656,0,970,3
8,904,0,970,3
8,808,0,970,3
8,720,0,970,3
8,838,0,970,3
8,978,1,978,4
8,445,0,978,4
8,180,0,978,4
8,683,0,978,4
8,35,0,978,4
8,74,0,978,4
9,2,1,2,4
9,225,0,2,4
9,236,0,2,4
9,696,0,2,4
9,445,0,2,4
9,35,0,2,4
9,28,1,28,3
9,885,0,28,3
9,720,0,28,3
9,342,0,28,3
9,620,0,28,3
9,488,0,28,3
9,44,1,44,1
9,270,0,44,1
9,516,0,44,1
9,622,0,44,1
9,33,0,44,1
9,458,0,44,1
9,53,1,53,3
9,970,0,53,3
9,656,0,53,3
9,838,0,53,3
9,443,0,53,3
9,488,0,53,3
9,71,1,71,1
9,901,0,71,1
9,458,0,71,1
9,22,0,71,1
9,279,0,71,1
9,300,0,71,1
9,74,1,74,4
9,236,0,74,4
9,225,0,74,4
9,258,0,74,4
9,445,0,74,4
9,696,0,74,4
9,80,1,80,4
9,258,0,80,4
9,236,0,80,4
9,696,0,80,4
9,35,0,80,4
9,445,0,80,4
9,85,1,85,1
9,279,0,85,1
9,464,0,85,1
9,270,0,85,1
9,827,0,85,1
9,630,0,85,1
9,92,1,92,4
9,445,0,92,4
9,225,0,92,4
9,696,0,92,4
9,35,0,92,4
9,236,0,92,4
9,132,1,132,2
9,306,0,132,2
9,114,0,132,2
9,392,0,132,2
9,869,0,132,2
9,79,0,132,2
9,180,1,180,4
9,225,0,180,4
9,236,0,180,4
9,445,0,180,4
9,258,0,180,4
9,696,0,180,4
9,207,1,207,4
9,696,0,207,4
9,258,0,207,4
9,35,0,207,4
9,225,0,207,4
9,236,0,207,4
9,215,1,215,4
9,445,0,215,4
9,696,0,215,4
9,35,0,215,4
9,258,0,215,4
9,236,0,215,4
9,234,1,234,3
9,342,0,234,3
9,443,0,234,3
9,838,0,234,3
9,539,0,234,3
9,885,0,234,3
9,243,1,243,4
9,696,0,243,4
9,236,0,243,4
9,445,0,243,4
9,258,0,243,4
9,225,0,243,4
9,245,1,245,1
9,464,0,245,1
9,83,0,245,1
9,279,0,245,1
9,300,0,245,1
9,630,0,245,1
9,252,1,252,4
9,35,0,252,4
9,225,0,252,4
9,696,0,252,4
9,236,0,252,4
9,258,0,252,4
9,265,1,265,3
9,838,0,265,3
9,946,0,265,3
9,656,0,265,3
9,970,0,265,3
9,488,0,265,3
9,269,1,269,4
9,225,0,269,4
9,35,0,269,4
9,696,0,269,4
9,236,0,269,4
9,258,0,269,4
9,273,1,273,4
9,696,0,273,4
9,236,0,273,4
9,445,0,273,4
9,225,0,273,4
9,258,0,273,4
9,307,1,307,1
9,516,0,307,1
9,33,0,307,1
9,270,0,307,1
9,536,0,307,1
9,630,0,307,1
9,332,1,332,4
9,696,0,332,4
9,225,0,332,4
9,258,0,332,4
9,445,0,332,4
9,35,0,332,4
9,345,1,345,2
9,306,0,345,2
9,452,0,345,2
9,975,0,345,2
9,1,0,345,2
9,392,0,345,2
9,358,1,358,1
9,279,0,358,1
9,83,0,358,1
9,516,0,358,1
9,901,0,358,1
9,827,0,358,1
9,381,1,381,0
9,20,0,381,0
9,522,0,381,0
9,986,0,381,0
9,701,0,381,0
9,405,0,381,0
9,401,1,401,4
9,445,0,401,4
9,35,0,401,4
9,236,0,401,4
9,696,0,401,4
9,225,0,401,4
9,409,1,409,1
9,83,0,409,1
9,279,0,409,1
9,33,0,409,1
9,270,0,409,1
9,458,0,409,1
9,431,1,431,2
9,79,0,431,2
9,392,0,431,2
9,21,0,431,2
9,146,0,431,2
9,25,0,431,2
9,432,1,432,3
9,946,0,432,3
9,937,0,432,3
9,539,0,432,3
9,832,0,432,3
9,488,0,432,3
9,468,1,468,4
9,258,0,468,4
9,696,0,468,4
9,35,0,468,4
9,236,0,468,4
9,445,0,468,4
9,505,1,505,4
9,696,0,505,4
9,35,0,505,4
9,445,0,505,4
9,258,0,505,4
9,236,0,505,4
9,519,1,519,1
9,630,0,519,1
9,83,0,519,1
9,622,0,519,1
9,901,0,519,1
9,516,0,519,1
9,564,1,564,3
9,342,0,564,3
9,946,0,564,3
9,181,0,564,3
9,656,0,564,3
9,970,0,564,3
9,607,1,607,4
9,445,0,607,4
9,225,0,607,4
9,236,0,607,4
9,35,0,607,4
9,696,0,607,4
9,610,1,610,1
9,901,0,610,1
9,270,0,610,1
9,827,0,610,1
9,622,0,610,1
9,458,0,610,1
9,621,1,621,4
9,236,0,621,4
9,696,0,621,4
9,35,0,621,4
9,225,0,621,4
9,258,0,621,4
9,655,1,655,3
9,342,0,655,3
9,832,0,655,3
9,539,0,655,3
9,488,0,655,3
9,656,0,655,3
9,683,1,683,4
9,225,0,683,4
9,35,0,683,4
9,258,0,683,4
9,445,0,683,4
9,696,0,683,4
9,688,1,688,3
9,885,0,688,3
9,443,0,688,3
9,488,0,688,3
9,539,0,688,3
9,832,0,688,3
9,689,1,689,1
9,630,0,689,1
9,270,0,689,1
9,33,0,689,1
9,622,0,689,1
9,536,0,689,1
9,758,1,758,4
9,258,0,758,4
9,225,0,758,4
9,236,0,758,4
9,696,0,758,4
9,35,0,758,4
9,774,1,774,1
9,22,0,774,1
9,147,0,774,1
9,630,0,774,1
9,944,0,774,1
9,83,0,774,1
9,778,1,778,4
9,445,0,778,4
9,35,0,778,4
9,258,0,778,4
9,696,0,778,4
9,236,0,778,4
9,808,1,808,3
9,539,0,808,3
9,342,0,808,3
9,620,0,808,3
9,488,0,808,3
9,970,0,808,3
9,861,1,861,4
9,225,0,861,4
9,696,0,861,4
9,236,0,861,4
9,258,0,861,4
9,35,0,861,4
9,867,1,867,0
9,385,0,867,0
9,881,0,867,0
9,32,0,867,0
9,318,0,867,0
9,477,0,867,0
9,883,1,883,3
9,443,0,883,3
9,970,0,883,3
9,181,0,883,3
9,937,0,883,3
9,342,0,883,3
9,904,1,904,3
9,342,0,904,3
9,832,0,904,3
9,488,0,904,3
9,885,0,904,3
9,946,0,904,3
9,912,1,912,2
9,21,0,912,2
9,984,0,912,2
9,204,0,912,2
9,399,0,912,2
9,275,0,912,2
9,924,1,924,0
9,20,0,924,0
9,32,0,924,0
9,477,0,924,0
9,754,0,924,0
9,986,0,924,0
9,930,1,930,3
9,181,0,930,3
9,937,0,930,3
9,832,0,930,3
9,838,0,930,3
9,539,0,930,3
9,950,1,950,3
9,970,0,950,3
9,946,0,950,3
9,342,0,950,3
9,539,0,950,3
9,720,0,950,3
9,978,1,978,4
9,236,0,978,4
9,258,0,978,4
9,445,0,978,4
9,696,0,978,4
9,35,0,978,4
10,2,1,2,4
10,236,0,2,4
10,225,0,2,4
10,683,0,2,4
10,861,0,2,4
10,332,0,2,4
10,22,1,22,1
10,409,0,22,1
10,516,0,22,1
10,827,0,22,1
10,944,0,22,1
10,33,0,22,1
10,28,1,28,3
10,342,0,28,3
10,488,0,28,3
10,443,0,28,3
10,937,0,28,3
10,688,0,28,3
10,74,1,74,4
10,468,0,74,4
10,258,0,74,4
10,445,0,74,4
10,332,0,74,4
10,978,0,74,4
10,80,1,80,4
10,505,0,80,4
10,861,0,80,4
10,236,0,80,4
10,207,0,80,4
10,92,0,80,4
10,180,1,180,4
10,207,0,180,4
10,445,0,180,4
10,225,0,180,4
10,683,0,180,4
10,236,0,180,4
10,181,1,181,3
10,720,0,181,3
10,883,0,181,3
10,620,0,181,3
10,832,0,181,3
10,946,0,181,3
10,215,1,215,4
10,468,0,215,4
10,207,0,215,4
10,332,0,215,4
10,607,0,215,4
10,445,0,215,4
10,234,1,234,3
10,265,0,234,3
10,539,0,234,3
10,688,0,234,3
10,885,0,234,3
10,342,0,234,3
10,243,1,243,4
10,332,0,243,4
10,696,0,243,4
10,978,0,243,4
10,269,0,243,4
10,861,0,243,4
10,252,1,252,4
10,468,0,252,4
10,207,0,252,4
10,861,0,252,4
10,225,0,252,4
10,269,0,252,4
10,273,1,273,4
10,225,0,273,4
10,35,0,273,4
10,445,0,273,4
10,696,0,273,4
10,269,0,273,4
10,300,1,300,1
10,622,0,300,1
10,279,0,300,1
10,944,0,300,1
10,270,0,300,1
10,83,0,300,1
10,307,1,307,1
10,464,0,307,1
10,71,0,307,1
10,85,0,307,1
10,536,0,307,1
10,944,0,307,1
10,401,1,401,4
10,683,0,401,4
10,468,0,401,4
10,332,0,401,4
10,445,0,401,4
10,225,0,401,4
10,621,1,621,4
10,861,0,621,4
10,258,0,621,4
10,207,0,621,4
10,445,0,621,4
10,505,0,621,4
10,689,1,689,1
10,83,0,689,1
10,519,0,689,1
10,536,0,689,1
10,458,0,689,1
10,245,0,689,1
10,758,1,758,4
10,225,0,758,4
10,978,0,758,4
10,236,0,758,4
10,92,0,758,4
10,269,0,758,4
10,778,1,778,4
10,683,0,778,4
10,332,0,778,4
10,258,0,778,4
10,607,0,778,4
10,236,0,778,4
10,867,1,867,0
10,405,0,867,0
10,40,0,867,0
10,247,0,867,0
10,477,0,867,0
10,806,0,867,0
10,904,1,904,3
10,656,0,904,3
10,946,0,904,3
10,443,0,904,3
10,832,0,904,3
10,883,0,904,3
10,950,1,950,3
10,832,0,950,3
10,342,0,950,3
10,655,0,950,3
10,488,0,950,3
10,564,0,950,3
10,970,1,970,3
10,488,0,970,3
10,539,0,970,3
10,432,0,970,3
10,342,0,970,3
10,808,0,970,3
11,22,1,22,1
11,622,0,22,1
11,944,0,22,1
11,85,0,22,1
11,516,0,22,1
11,358,0,22,1
11,28,1,28,3
11,656,0,28,3
11,930,0,28,3
11,432,0,28,3
11,342,0,28,3
11,885,0,28,3
11,40,1,40,0
11,793,0,40,0
11,477,0,40,0
11,381,0,40,0
11,333,0,40,0
11,986,0,40,0
11,44,1,44,1
11,279,0,44,1
11,630,0,44,1
11,33,0,44,1
11,83,0,44,1
11,827,0,44,1
11,74,1,74,4
11,683,0,74,4
11,80,0,74,4
11,35,0,74,4
11,236,0,74,4
11,225,0,74,4
11,147,1,147,1
11,458,0,147,1
11,827,0,147,1
11,245,0,147,1
11,71,0,147,1
11,610,0,147,1
11,215,1,215,4
11,180,0,215,4
11,207,0,215,4
11,2,0,215,4
11,505,0,215,4
11,861,0,215,4
11,243,1,243,4
11,92,0,243,4
11,258,0,243,4
11,445,0,243,4
11,505,0,243,4
11,332,0,243,4
11,252,1,252,4
11,505,0,252,4
11,236,0,252,4
11,861,0,252,4
11,258,0,252,4
11,468,0,252,4
11,269,1,269,4
11,332,0,269,4
11,180,0,269,4
11,683,0,269,4
11,505,0,269,4
11,35,0,269,4
11,270,1,270,1
11,71,0,270,1
11,33,0,270,1
11,630,0,270,1
11,85,0,270,1
11,536,0,270,1
11,273,1,273,4
11,861,0,273,4
11,505,0,273,4
11,80,0,273,4
11,207,0,273,4
11,180,0,273,4
11,300,1,300,1
11,536,0,300,1
11,610,0,300,1
11,279,0,300,1
11,944,0,300,1
11,774,0,300,1
11,307,1,307,1
11,458,0,307,1
11,464,0,307,1
11,33,0,307,1
11,901,0,307,1
11,71,0,307,1
11,401,1,401,4
11,35,0,401,4
11,258,0,401,4
11,92,0,401,4
11,505,0,401,4
11,80,0,401,4
11,409,1,409,1
11,536,0,409,1
11,85,0,409,1
11,458,0,409,1
11,358,0,409,1
11,630,0,409,1
11,443,1,443,3
11,539,0,443,3
11,620,0,443,3
11,488,0,443,3
11,946,0,443,3
11,432,0,443,3
11,519,1,519,1
11,464,0,519,1
11,774,0,519,1
11,944,0,519,1
11,33,0,519,1
11,458,0,519,1
11,522,1,522,0
11,318,0,522,0
11,228,0,522,0
11,405,0,522,0
11,701,0,522,0
11,333,0,522,0
11,607,1,607,4
11,861,0,607,4
11,80,0,607,4
11,207,0,607,4
11,468,0,607,4
11,2,0,607,4
11,621,1,621,4
11,2,0,621,4
11,445,0,621,4
11,861,0,621,4
11,258,0,621,4
11,207,0,621,4
11,638,1,638,2
11,21,0,638,2
11,975,0,638,2
11,132,0,638,2
11,361,0,638,2
11,984,0,638,2
11,660,1,660,0
11,986,0,660,0
11,32,0,660,0
11,405,0,660,0
11,385,0,660,0
11,247,0,660,0
11,689,1,689,1
11,944,0,689,1
11,358,0,689,1
11,83,0,689,1
11,536,0,689,1
11,33,0,689,1
11,691,1,691,0
11,385,0,691,0
11,20,0,691,0
11,333,0,691,0
11,986,0,691,0
11,806,0,691,0
11,696,1,696,4
11,445,0,696,4
11,861,0,696,4
11,80,0,696,4
11,180,0,696,4
11,468,0,696,4
11,758,1,758,4
11,861,0,758,4
11,258,0,758,4
11,683,0,758,4
11,332,0,758,4
11,180,0,758,4
11,778,1,778,4
11,207,0,778,4
11,80,0,778,4
11,236,0,778,4
11,225,0,778,4
11,92,0,778,4
11,832,1,832,3
11,342,0,832,3
11,883,0,832,3
11,181,0,832,3
11,539,0,832,3
11,564,0,832,3
11,867,1,867,0
11,974,0,867,0
11,986,0,867,0
11,381,0,867,0
11,881,0,867,0
11,405,0,867,0
11,869,1,869,2
11,733,0,869,2
11,386,0,869,2
11,392,0,869,2
11,452,0,869,2
11,361,0,869,2
11,904,1,904,3
11,720,0,904,3
11,342,0,904,3
11,564,0,904,3
11,655,0,904,3
11,620,0,904,3
11,912,1,912,2
11,431,0,912,2
11,114,0,912,2
11,733,0,912,2
11,460,0,912,2
11,361,0,912,2
11,924,1,924,0
11,247,0,924,0
11,381,0,924,0
11,562,0,924,0
11,974,0,924,0
11,986,0,924,0
11,950,1,950,3
11,539,0,950,3
11,808,0,950,3
11,234,0,950,3
11,656,0,950,3
11,838,0,950,3
11,970,1,970,3
11,655,0,970,3
11,181,0,970,3
11,53,0,970,3
11,620,0,970,3
11,838,0,970,3
11,978,1,978,4
11,236,0,978,4
11,332,0,978,4
11,445,0,978,4
11,225,0,978,4
11,180,0,978,4
12,21,1,21,2
12,275,0,21,2
12,79,0,21,2
12,386,0,21,2
12,452,0,21,2
12,975,0,21,2
12,22,1,22,1
12,44,0,22,1
12,516,0,22,1
12,630,0,22,1
12,827,0,22,1
12,33,0,22,1
12,28,1,28,3
12,342,0,28,3
12,53,0,28,3
12,620,0,28,3
12,883,0,28,3
12,838,0,28,3
12,80,1,80,4
12,74,0,80,4
12,236,0,80,4
12,273,0,80,4
12,861,0,80,4
12,683,0,80,4
12,83,1,83,1
12,147,0,83,1
12,464,0,83,1
12,358,0,83,1
12,307,0,83,1
12,85,0,83,1
12,181,1,181,3
12,620,0,181,3
12,564,0,181,3
12,655,0,181,3
12,970,0,181,3
12,832,0,181,3
12,207,1,207,4
12,468,0,207,4
12,180,0,207,4
12,778,0,207,4
12,607,0,207,4
12,92,0,207,4
12,225,1,225,4
12,468,0,225,4
12,861,0,225,4
12,215,0,225,4
12,607,0,225,4
12,683,0,225,4
12,243,1,243,4
12,92,0,243,4
12,2,0,243,4
12,778,0,243,4
12,258,0,243,4
12,269,0,243,4
12,247,1,247,0
12,701,0,247,0
12,806,0,247,0
12,562,0,247,0
12,385,0,247,0
12,523,0,247,0
12,252,1,252,4
12,273,0,252,4
12,269,0,252,4
12,74,0,252,4
12,445,0,252,4
12,607,0,252,4
12,265,1,265,3
12,564,0,265,3
12,838,0,265,3
12,946,0,265,3
12,234,0,265,3
12,53,0,265,3
12,300,1,300,1
12,279,0,300,1
12,536,0,300,1
12,245,0,300,1
12,516,0,300,1
12,610,0,300,1
12,332,1,332,4
12,607,0,332,4
12,2,0,332,4
12,236,0,332,4
12,92,0,332,4
12,445,0,332,4
12,345,1,345,2
12,1,0,345,2
12,361,0,345,2
12,638,0,345,2
12,386,0,345,2
12,452,0,345,2
12,381,1,381,0
12,562,0,381,0
12,867,0,381,0
12,522,0,381,0
12,318,0,381,0
12,924,0,381,0
12,401,1,401,4
12,236,0,401,4
12,607,0,401,4
12,778,0,401,4
12,468,0,401,4
12,269,0,401,4
12,432,1,432,3
12,720,0,432,3
12,946,0,432,3
12,443,0,432,3
12,53,0,432,3
12,620,0,432,3
12,505,1,505,4
12,215,0,505,4
12,778,0,505,4
12,2,0,505,4
12,180,0,505,4
12,269,0,505,4
12,519,1,519,1
12,307,0,519,1
12,85,0,519,1
12,147,0,519,1
12,71,0,519,1
12,689,0,519,1
12,621,1,621,4
