drug_index,positive_side_index,control_side_index,fold,positive_prevalence,control_prevalence,positive_prevalence_group,positive_is_top100,control_is_top100,model,positive_score,control_score
45,443,838,0,146.0,145.0,frequent,True,True,CAFNet-DG,0.5351863026618958,0.7069015383720398
45,443,838,0,146.0,145.0,frequent,True,True,Global popularity,146.0,145.0
490,443,970,4,145.0,145.0,frequent,True,True,CAFNet,3.1197783946990967,2.448009490966797
490,443,970,4,145.0,145.0,frequent,True,True,CAFNet-D,0.5599721074104309,-0.1028811484575271
490,443,970,4,145.0,145.0,frequent,True,True,CAFNet-DG,1.5838946223258974,0.9174751073122026
490,443,970,4,145.0,145.0,frequent,True,True,Global popularity,145.0,145.0
490,443,930,4,145.0,148.0,frequent,True,True,CAFNet,3.1197783946990967,2.937817335128784
490,443,930,4,145.0,148.0,frequent,True,True,CAFNet-D,0.5599721074104309,-0.687572181224823
490,443,930,4,145.0,148.0,frequent,True,True,CAFNet-DG,1.5838946223258974,0.76258362531662
490,443,930,4,145.0,148.0,frequent,True,True,Global popularity,145.0,148.0
490,443,946,4,145.0,148.0,frequent,True,True,CAFNet,3.1197783946990967,4.301619529724121
490,443,946,4,145.0,148.0,frequent,True,True,CAFNet-D,0.5599721074104309,0.7363610863685608
490,443,946,4,145.0,148.0,frequent,True,True,CAFNet-DG,1.5838946223258974,2.162464463710785
490,443,946,4,145.0,148.0,frequent,True,True,Global popularity,145.0,148.0
490,443,265,4,145.0,141.0,frequent,True,True,CAFNet,3.1197783946990967,3.9311795234680176
490,443,265,4,145.0,141.0,frequent,True,True,CAFNet-D,0.5599721074104309,0.3128892779350281
490,443,265,4,145.0,141.0,frequent,True,True,CAFNet-DG,1.5838946223258974,1.760205376148224
490,443,265,4,145.0,141.0,frequent,True,True,Global popularity,145.0,141.0
490,443,885,4,145.0,149.0,frequent,True,True,CAFNet,3.1197783946990967,3.4666411876678467
490,443,885,4,145.0,149.0,frequent,True,True,CAFNet-D,0.5599721074104309,0.0497770905494689
490,443,885,4,145.0,149.0,frequent,True,True,CAFNet-DG,1.5838946223258974,1.41652272939682
490,443,885,4,145.0,149.0,frequent,True,True,Global popularity,145.0,149.0
73,443,937,6,148.0,144.0,frequent,True,True,CAFNet,3.1297476291656494,4.107266902923584
73,443,937,6,148.0,144.0,frequent,True,True,CAFNet-D,0.2173073440790176,1.1452996730804443
73,443,937,6,148.0,144.0,frequent,True,True,CAFNet-DG,1.3822834581136705,2.3300865650177003
73,443,937,6,148.0,144.0,frequent,True,True,Global popularity,148.0,144.0
73,443,246,6,148.0,142.0,frequent,True,True,CAFNet,3.1297476291656494,0.6499090790748596
73,443,246,6,148.0,142.0,frequent,True,True,CAFNet-D,0.2173073440790176,0.7875458598136902
73,443,246,6,148.0,142.0,frequent,True,True,CAFNet-DG,1.3822834581136705,0.7324911475181579
73,443,246,6,148.0,142.0,frequent,True,True,Global popularity,148.0,142.0
73,443,885,6,148.0,141.0,frequent,True,True,CAFNet,3.1297476291656494,1.2507153749465942
73,443,885,6,148.0,141.0,frequent,True,True,CAFNet-D,0.2173073440790176,0.4735110998153686
73,443,885,6,148.0,141.0,frequent,True,True,CAFNet-DG,1.3822834581136705,0.7843928098678589
73,443,885,6,148.0,141.0,frequent,True,True,Global popularity,148.0,141.0
73,443,930,6,148.0,140.0,frequent,True,True,CAFNet,3.1297476291656494,1.4836018085479736
73,443,930,6,148.0,140.0,frequent,True,True,CAFNet-D,0.2173073440790176,0.3256087005138397
73,443,930,6,148.0,140.0,frequent,True,True,CAFNet-DG,1.3822834581136705,0.7888059437274934
73,443,930,6,148.0,140.0,frequent,True,True,Global popularity,148.0,140.0
73,443,53,6,148.0,157.0,frequent,True,True,CAFNet,3.1297476291656494,2.385483980178833
73,443,53,6,148.0,157.0,frequent,True,True,CAFNet-D,0.2173073440790176,0.7432804703712463
73,443,53,6,148.0,157.0,frequent,True,True,CAFNet-DG,1.3822834581136705,1.400161874294281
73,443,53,6,148.0,157.0,frequent,True,True,Global popularity,148.0,157.0
244,443,930,2,140.0,139.0,frequent,True,True,CAFNet,1.7507810592651367,2.4754419326782227
244,443,930,2,140.0,139.0,frequent,True,True,CAFNet-D,0.5417377352714539,-0.7839670777320862
244,443,930,2,140.0,139.0,frequent,True,True,CAFNet-DG,1.025355064868927,0.5197965264320374
244,443,930,2,140.0,139.0,frequent,True,True,Global popularity,140.0,139.0
244,443,599,2,140.0,142.0,frequent,True,True,CAFNet,1.7507810592651367,0.53251051902771
244,443,599,2,140.0,142.0,frequent,True,True,CAFNet-D,0.5417377352714539,-0.5259281992912292
244,443,599,2,140.0,142.0,frequent,True,True,CAFNet-DG,1.025355064868927,-0.1025527119636535
244,443,599,2,140.0,142.0,frequent,True,True,Global popularity,140.0,142.0
244,443,937,2,140.0,138.0,frequent,True,True,CAFNet,1.7507810592651367,-0.2646254301071167
244,443,937,2,140.0,138.0,frequent,True,True,CAFNet-D,0.5417377352714539,-1.0042015314102173
244,443,937,2,140.0,138.0,frequent,True,True,CAFNet-DG,1.025355064868927,-0.7083710908889771
244,443,937,2,140.0,138.0,frequent,True,True,Global popularity,140.0,138.0
244,443,246,2,140.0,137.0,frequent,True,True,CAFNet,1.7507810592651367,1.3746540546417236
244,443,246,2,140.0,137.0,frequent,True,True,CAFNet-D,0.5417377352714539,0.1065466925501823
244,443,246,2,140.0,137.0,frequent,True,True,CAFNet-DG,1.025355064868927,0.6137896373867989
244,443,246,2,140.0,137.0,frequent,True,True,Global popularity,140.0,137.0
244,443,720,2,140.0,137.0,frequent,True,True,CAFNet,1.7507810592651367,0.1117489337921142
244,443,720,2,140.0,137.0,frequent,True,True,CAFNet-D,0.5417377352714539,-1.4851921796798706
244,443,720,2,140.0,137.0,frequent,True,True,CAFNet-DG,1.025355064868927,-0.8464157342910766
244,443,720,2,140.0,137.0,frequent,True,True,Global popularity,140.0,137.0
310,443,342,6,148.0,151.0,frequent,True,True,CAFNet,2.639190196990967,3.450112819671631
310,443,342,6,148.0,151.0,frequent,True,True,CAFNet-D,-0.0596174150705337,1.1984591484069824
310,443,342,6,148.0,151.0,frequent,True,True,CAFNet-DG,1.0199056297540663,2.099120616912842
310,443,342,6,148.0,151.0,frequent,True,True,Global popularity,148.0,151.0
310,443,950,6,148.0,151.0,frequent,True,True,CAFNet,2.639190196990967,1.4283021688461304
310,443,950,6,148.0,151.0,frequent,True,True,CAFNet-D,-0.0596174150705337,-0.577987551689148
310,443,950,6,148.0,151.0,frequent,True,True,CAFNet-DG,1.0199056297540663,0.2245283365249633
310,443,950,6,148.0,151.0,frequent,True,True,Global popularity,148.0,151.0
310,443,885,6,148.0,141.0,frequent,True,True,CAFNet,2.639190196990967,1.9231373071670528
310,443,885,6,148.0,141.0,frequent,True,True,CAFNet-D,-0.0596174150705337,0.1734283715486526
310,443,885,6,148.0,141.0,frequent,True,True,CAFNet-DG,1.0199056297540663,0.8733119457960128
310,443,885,6,148.0,141.0,frequent,True,True,Global popularity,148.0,141.0
310,443,488,6,148.0,156.0,frequent,True,True,CAFNet,2.639190196990967,4.173964977264404
310,443,488,6,148.0,156.0,frequent,True,True,CAFNet-D,-0.0596174150705337,1.0333950519561768
310,443,488,6,148.0,156.0,frequent,True,True,CAFNet-DG,1.0199056297540663,2.289623022079468
310,443,488,6,148.0,156.0,frequent,True,True,Global popularity,148.0,156.0
310,443,930,6,148.0,140.0,frequent,True,True,CAFNet,2.639190196990967,0.8415561318397522
310,443,930,6,148.0,140.0,frequent,True,True,CAFNet-D,-0.0596174150705337,0.3886909484863281
310,443,930,6,148.0,140.0,frequent,True,True,CAFNet-DG,1.0199056297540663,0.5698370218276978
310,443,930,6,148.0,140.0,frequent,True,True,Global popularity,148.0,140.0
37,443,720,4,145.0,145.0,frequent,True,True,CAFNet,2.3665552139282227,3.005590438842773
37,443,720,4,145.0,145.0,frequent,True,True,CAFNet-D,-0.1327110379934311,-0.0059131383895874
37,443,720,4,145.0,145.0,frequent,True,True,CAFNet-DG,0.8669954627752304,1.1986882925033568
37,443,720,4,145.0,145.0,frequent,True,True,Global popularity,145.0,145.0
37,443,970,4,145.0,145.0,frequent,True,True,CAFNet,2.3665552139282227,3.560590505599976
37,443,970,4,145.0,145.0,frequent,True,True,CAFNet-D,-0.1327110379934311,0.0910918414592742
37,443,970,4,145.0,145.0,frequent,True,True,CAFNet-DG,0.8669954627752304,1.4788913071155552
37,443,970,4,145.0,145.0,frequent,True,True,Global popularity,145.0,145.0
37,443,930,4,145.0,148.0,frequent,True,True,CAFNet,2.3665552139282227,2.4360573291778564
37,443,930,4,145.0,148.0,frequent,True,True,CAFNet-D,-0.1327110379934311,0.1645684391260147
37,443,930,4,145.0,148.0,frequent,True,True,CAFNet-DG,0.8669954627752304,1.073163995146751
37,443,930,4,145.0,148.0,frequent,True,True,Global popularity,145.0,148.0
37,443,946,4,145.0,148.0,frequent,True,True,CAFNet,2.3665552139282227,2.8504605293273926
37,443,946,4,145.0,148.0,frequent,True,True,CAFNet-D,-0.1327110379934311,-0.1093903630971908
37,443,946,4,145.0,148.0,frequent,True,True,CAFNet-DG,0.8669954627752304,1.0745499938726426
37,443,946,4,145.0,148.0,frequent,True,True,Global popularity,145.0,148.0
37,443,265,4,145.0,141.0,frequent,True,True,CAFNet,2.3665552139282227,3.469055414199829
37,443,265,4,145.0,141.0,frequent,True,True,CAFNet-D,-0.1327110379934311,0.9405628442764282
37,443,265,4,145.0,141.0,frequent,True,True,CAFNet-DG,0.8669954627752304,1.9519598722457885
37,443,265,4,145.0,141.0,frequent,True,True,Global popularity,145.0,141.0
361,443,599,3,150.0,151.0,frequent,True,True,CAFNet,1.7852880954742432,2.2896029949188232
361,443,599,3,150.0,151.0,frequent,True,True,CAFNet-D,-0.3350007534027099,-0.0467278510332107
361,443,599,3,150.0,151.0,frequent,True,True,CAFNet-DG,0.5131147861480714,0.887804487347603
361,443,599,3,150.0,151.0,frequent,True,True,Global popularity,150.0,151.0
361,443,488,3,150.0,153.0,frequent,True,True,CAFNet,1.7852880954742432,1.3340133428573608
361,443,488,3,150.0,153.0,frequent,True,True,CAFNet-D,-0.3350007534027099,0.4706208109855652
361,443,488,3,150.0,153.0,frequent,True,True,CAFNet-DG,0.5131147861480714,0.8159778237342834
361,443,488,3,150.0,153.0,frequent,True,True,Global popularity,150.0,153.0
361,443,720,3,150.0,147.0,frequent,True,True,CAFNet,1.7852880954742432,0.6675173044204712
361,443,720,3,150.0,147.0,frequent,True,True,CAFNet-D,-0.3350007534027099,0.9185704588890076
361,443,720,3,150.0,147.0,frequent,True,True,CAFNet-DG,0.5131147861480714,0.8181491971015931
361,443,720,3,150.0,147.0,frequent,True,True,Global popularity,150.0,147.0
361,443,885,3,150.0,147.0,frequent,True,True,CAFNet,1.7852880954742432,1.3232179880142212
361,443,885,3,150.0,147.0,frequent,True,True,CAFNet-D,-0.3350007534027099,0.4428037106990814
361,443,885,3,150.0,147.0,frequent,True,True,CAFNet-DG,0.5131147861480714,0.7949694216251373
361,443,885,3,150.0,147.0,frequent,True,True,Global popularity,150.0,147.0
361,443,246,3,150.0,146.0,frequent,True,True,CAFNet,1.7852880954742432,1.6503061056137085
361,443,246,3,150.0,146.0,frequent,True,True,CAFNet-D,-0.3350007534027099,-1.0025804042816162
361,443,246,3,150.0,146.0,frequent,True,True,CAFNet-DG,0.5131147861480714,0.0585741996765137
361,443,246,3,150.0,146.0,frequent,True,True,Global popularity,150.0,146.0
195,306,361,7,95.0,95.0,frequent,True,True,CAFNet,1.4481863975524902,-0.3763332962989807
195,306,361,7,95.0,95.0,frequent,True,True,CAFNet-D,-0.6596406102180481,0.4778038263320923
195,306,361,7,95.0,95.0,frequent,True,True,CAFNet-DG,0.1834901928901672,0.136148977279663
195,306,361,7,95.0,95.0,frequent,True,True,Global popularity,95.0,95.0
195,306,452,7,95.0,95.0,frequent,True,True,CAFNet,1.4481863975524902,1.7102723121643066
195,306,452,7,95.0,95.0,frequent,True,True,CAFNet-D,-0.6596406102180481,-0.7524345517158508
195,306,452,7,95.0,95.0,frequent,True,True,CAFNet-DG,0.1834901928901672,0.2326481938362122
195,306,452,7,95.0,95.0,frequent,True,True,Global popularity,95.0,95.0
195,306,460,7,95.0,94.0,frequent,True,True,CAFNet,1.4481863975524902,3.8206920623779297
195,306,460,7,95.0,94.0,frequent,True,True,CAFNet-D,-0.6596406102180481,0.567232072353363
195,306,460,7,95.0,94.0,frequent,True,True,CAFNet-DG,0.1834901928901672,1.8686160683631896
195,306,460,7,95.0,94.0,frequent,True,True,Global popularity,95.0,94.0
195,306,638,7,95.0,96.0,frequent,True,True,CAFNet,1.4481863975524902,2.132237911224365
195,306,638,7,95.0,96.0,frequent,True,True,CAFNet-D,-0.6596406102180481,0.2687973380088806
195,306,638,7,95.0,96.0,frequent,True,True,CAFNet-DG,0.1834901928901672,1.0141735672950745
195,306,638,7,95.0,96.0,frequent,True,True,Global popularity,95.0,96.0
195,306,25,7,95.0,93.0,frequent,True,True,CAFNet,1.4481863975524902,2.167396068572998
195,306,25,7,95.0,93.0,frequent,True,True,CAFNet-D,-0.6596406102180481,0.5969166159629822
195,306,25,7,95.0,93.0,frequent,True,True,CAFNet-DG,0.1834901928901672,1.2251083970069885
195,306,25,7,95.0,93.0,frequent,True,True,Global popularity,95.0,93.0
45,215,505,0,248.0,243.0,frequent,True,True,CAFNet,3.238028049468994,3.638407945632935
45,215,505,0,248.0,243.0,frequent,True,True,CAFNet-D,0.5291839241981506,0.4811661541461944
45,215,505,0,248.0,243.0,frequent,True,True,CAFNet-DG,1.6127215743064882,1.744062870740891
45,215,505,0,248.0,243.0,frequent,True,True,Global popularity,248.0,243.0
45,215,683,0,248.0,239.0,frequent,True,True,CAFNet,3.238028049468994,3.905883550643921
45,215,683,0,248.0,239.0,frequent,True,True,CAFNet-D,0.5291839241981506,0.5129810571670532
45,215,683,0,248.0,239.0,frequent,True,True,CAFNet-DG,1.6127215743064882,1.8701420545578
45,215,683,0,248.0,239.0,frequent,True,True,Global popularity,248.0,239.0
45,215,129,0,248.0,259.0,frequent,True,True,CAFNet,3.238028049468994,3.1766488552093506
45,215,129,0,248.0,259.0,frequent,True,True,CAFNet-D,0.5291839241981506,0.1034699976444244
45,215,129,0,248.0,259.0,frequent,True,True,CAFNet-DG,1.6127215743064882,1.3327415406703949
45,215,129,0,248.0,259.0,frequent,True,True,Global popularity,248.0,259.0
45,215,273,0,248.0,235.0,frequent,True,True,CAFNet,3.238028049468994,3.1962947845458984
45,215,273,0,248.0,235.0,frequent,True,True,CAFNet-D,0.5291839241981506,0.6067085266113281
45,215,273,0,248.0,235.0,frequent,True,True,CAFNet-DG,1.6127215743064882,1.6425430297851564
45,215,273,0,248.0,235.0,frequent,True,True,Global popularity,248.0,235.0
45,215,225,0,248.0,228.0,frequent,True,True,CAFNet,3.238028049468994,2.9037845134735107
45,215,225,0,248.0,228.0,frequent,True,True,CAFNet-D,0.5291839241981506,0.0354322791099548
45,215,225,0,248.0,228.0,frequent,True,True,CAFNet-DG,1.6127215743064882,1.1827731728553772
45,215,225,0,248.0,228.0,frequent,True,True,Global popularity,248.0,228.0
195,242,6,7,50.0,50.0,frequent,False,False,CAFNet,1.530015468597412,-0.3973934054374695
195,242,6,7,50.0,50.0,frequent,False,False,CAFNet-D,0.5555526614189148,-1.5300374031066897
195,242,6,7,50.0,50.0,frequent,False,False,CAFNet-DG,0.9453377842903136,-1.0769798040390015
195,242,6,7,50.0,50.0,frequent,False,False,Global popularity,50.0,50.0
195,242,102,7,50.0,50.0,frequent,False,False,CAFNet,1.530015468597412,1.5189216136932373
195,242,102,7,50.0,50.0,frequent,False,False,CAFNet-D,0.5555526614189148,-0.4700552225112915
195,242,102,7,50.0,50.0,frequent,False,False,CAFNet-DG,0.9453377842903136,0.32553551197052
195,242,102,7,50.0,50.0,frequent,False,False,Global popularity,50.0,50.0
195,242,33,7,50.0,49.0,frequent,False,False,CAFNet,1.530015468597412,-0.2857170104980469
195,242,33,7,50.0,49.0,frequent,False,False,CAFNet-D,0.5555526614189148,-3.06592345237732
195,242,33,7,50.0,49.0,frequent,False,False,CAFNet-DG,0.9453377842903136,-1.9538408756256105
195,242,33,7,50.0,49.0,frequent,False,False,Global popularity,50.0,49.0
195,242,141,7,50.0,49.0,frequent,False,False,CAFNet,1.530015468597412,0.941564679145813
195,242,141,7,50.0,49.0,frequent,False,False,CAFNet-D,0.5555526614189148,-2.770764112472534
195,242,141,7,50.0,49.0,frequent,False,False,CAFNet-DG,0.9453377842903136,-1.2858325958251953
195,242,141,7,50.0,49.0,frequent,False,False,Global popularity,50.0,49.0
195,242,154,7,50.0,51.0,frequent,False,False,CAFNet,1.530015468597412,0.7379498481750488
195,242,154,7,50.0,51.0,frequent,False,False,CAFNet-D,0.5555526614189148,-2.807828426361084
195,242,154,7,50.0,51.0,frequent,False,False,CAFNet-DG,0.9453377842903136,-1.389517116546631
195,242,154,7,50.0,51.0,frequent,False,False,Global popularity,50.0,51.0
195,962,528,7,20.0,20.0,middle,False,False,CAFNet,1.233452320098877,0.7652086615562439
195,962,528,7,20.0,20.0,middle,False,False,CAFNet-D,-0.6950571537017822,-4.131325721740723
195,962,528,7,20.0,20.0,middle,False,False,CAFNet-DG,0.0763466358184815,-2.172711968421936
195,962,528,7,20.0,20.0,middle,False,False,Global popularity,20.0,20.0
195,962,611,7,20.0,20.0,middle,False,False,CAFNet,1.233452320098877,0.4259178638458252
195,962,611,7,20.0,20.0,middle,False,False,CAFNet-D,-0.6950571537017822,-2.001891851425171
195,962,611,7,20.0,20.0,middle,False,False,CAFNet-DG,0.0763466358184815,-1.0307679653167725
195,962,611,7,20.0,20.0,middle,False,False,Global popularity,20.0,20.0
195,962,633,7,20.0,20.0,middle,False,False,CAFNet,1.233452320098877,0.6094138026237488
195,962,633,7,20.0,20.0,middle,False,False,CAFNet-D,-0.6950571537017822,-3.2279090881347656
195,962,633,7,20.0,20.0,middle,False,False,CAFNet-DG,0.0763466358184815,-1.6929799318313596
195,962,633,7,20.0,20.0,middle,False,False,Global popularity,20.0,20.0
195,962,642,7,20.0,20.0,middle,False,False,CAFNet,1.233452320098877,0.2025879323482513
195,962,642,7,20.0,20.0,middle,False,False,CAFNet-D,-0.6950571537017822,-3.771183013916016
195,962,642,7,20.0,20.0,middle,False,False,CAFNet-DG,0.0763466358184815,-2.181674635410309
195,962,642,7,20.0,20.0,middle,False,False,Global popularity,20.0,20.0
195,962,775,7,20.0,20.0,middle,False,False,CAFNet,1.233452320098877,0.701094925403595
195,962,775,7,20.0,20.0,middle,False,False,CAFNet-D,-0.6950571537017822,-2.765228033065796
195,962,775,7,20.0,20.0,middle,False,False,CAFNet-DG,0.0763466358184815,-1.3786988496780397
195,962,775,7,20.0,20.0,middle,False,False,Global popularity,20.0,20.0
45,962,47,0,18.0,18.0,middle,False,False,CAFNet,1.446608066558838,0.8146334290504456
45,962,47,0,18.0,18.0,middle,False,False,CAFNet-D,-1.3432323932647705,-3.5097014904022217
45,962,47,0,18.0,18.0,middle,False,False,CAFNet-DG,-0.2272962093353271,-1.7799675226211549
45,962,47,0,18.0,18.0,middle,False,False,Global popularity,18.0,18.0
45,962,94,0,18.0,18.0,middle,False,False,CAFNet,1.446608066558838,0.1589108407497406
45,962,94,0,18.0,18.0,middle,False,False,CAFNet-D,-1.3432323932647705,-4.707145690917969
45,962,94,0,18.0,18.0,middle,False,False,CAFNet-DG,-0.2272962093353271,-2.760723078250885
45,962,94,0,18.0,18.0,middle,False,False,Global popularity,18.0,18.0
45,962,151,0,18.0,18.0,middle,False,False,CAFNet,1.446608066558838,0.3563149273395538
45,962,151,0,18.0,18.0,middle,False,False,CAFNet-D,-1.3432323932647705,-4.443187236785889
45,962,151,0,18.0,18.0,middle,False,False,CAFNet-DG,-0.2272962093353271,-2.5233863711357114
45,962,151,0,18.0,18.0,middle,False,False,Global popularity,18.0,18.0
45,962,165,0,18.0,18.0,middle,False,False,CAFNet,1.446608066558838,-0.8225104212760925
45,962,165,0,18.0,18.0,middle,False,False,CAFNet-D,-1.3432323932647705,-2.246473789215088
45,962,165,0,18.0,18.0,middle,False,False,CAFNet-DG,-0.2272962093353271,-1.6768884420394896
45,962,165,0,18.0,18.0,middle,False,False,Global popularity,18.0,18.0
45,962,285,0,18.0,18.0,middle,False,False,CAFNet,1.446608066558838,1.330657124519348
45,962,285,0,18.0,18.0,middle,False,False,CAFNet-D,-1.3432323932647705,-0.4068560600280761
45,962,285,0,18.0,18.0,middle,False,False,CAFNet-DG,-0.2272962093353271,0.2881492137908935
45,962,285,0,18.0,18.0,middle,False,False,Global popularity,18.0,18.0
195,885,946,7,146.0,146.0,frequent,True,True,CAFNet,2.693546772003174,2.9310202598571777
195,885,946,7,146.0,146.0,frequent,True,True,CAFNet-D,0.7503483295440674,0.771891176700592
195,885,946,7,146.0,146.0,frequent,True,True,CAFNet-DG,1.52762770652771,1.6355428099632263
195,885,946,7,146.0,146.0,frequent,True,True,Global popularity,146.0,146.0
195,885,599,7,146.0,147.0,frequent,True,True,CAFNet,2.693546772003174,2.788102865219116
195,885,599,7,146.0,147.0,frequent,True,True,CAFNet-D,0.7503483295440674,0.8128899931907654
195,885,599,7,146.0,147.0,frequent,True,True,CAFNet-DG,1.52762770652771,1.602975142002106
195,885,599,7,146.0,147.0,frequent,True,True,Global popularity,146.0,147.0
195,885,720,7,146.0,147.0,frequent,True,True,CAFNet,2.693546772003174,2.7515039443969727
195,885,720,7,146.0,147.0,frequent,True,True,CAFNet-D,0.7503483295440674,0.739919126033783
195,885,720,7,146.0,147.0,frequent,True,True,CAFNet-DG,1.52762770652771,1.544553053379059
195,885,720,7,146.0,147.0,frequent,True,True,Global popularity,146.0,147.0
195,885,246,7,146.0,142.0,frequent,True,True,CAFNet,2.693546772003174,2.349529981613159
195,885,246,7,146.0,142.0,frequent,True,True,CAFNet-D,0.7503483295440674,-0.1542937010526657
195,885,246,7,146.0,142.0,frequent,True,True,CAFNet-DG,1.52762770652771,0.8472357720136643
195,885,246,7,146.0,142.0,frequent,True,True,Global popularity,146.0,142.0
195,885,265,7,146.0,142.0,frequent,True,True,CAFNet,2.693546772003174,2.746590375900269
195,885,265,7,146.0,142.0,frequent,True,True,CAFNet-D,0.7503483295440674,0.6767122745513916
195,885,265,7,146.0,142.0,frequent,True,True,CAFNet-DG,1.52762770652771,1.5046635150909426
195,885,265,7,146.0,142.0,frequent,True,True,Global popularity,146.0,142.0
195,207,332,7,283.0,291.0,frequent,True,True,CAFNet,2.755199193954468,2.94286584854126
195,207,332,7,283.0,291.0,frequent,True,True,CAFNet-D,1.6771397590637207,1.615082621574402
195,207,332,7,283.0,291.0,frequent,True,True,CAFNet-DG,2.10836353302002,2.1461959123611454
195,207,332,7,283.0,291.0,frequent,True,True,Global popularity,283.0,291.0
195,207,758,7,283.0,293.0,frequent,True,True,CAFNet,2.755199193954468,3.013190746307373
195,207,758,7,283.0,293.0,frequent,True,True,CAFNet-D,1.6771397590637207,1.1853687763214111
195,207,758,7,283.0,293.0,frequent,True,True,CAFNet-DG,2.10836353302002,1.916497564315796
195,207,758,7,283.0,293.0,frequent,True,True,Global popularity,283.0,293.0
195,207,129,7,283.0,265.0,frequent,True,True,CAFNet,2.755199193954468,3.22086763381958
195,207,129,7,283.0,265.0,frequent,True,True,CAFNet-D,1.6771397590637207,1.0986480712890625
195,207,129,7,283.0,265.0,frequent,True,True,CAFNet-DG,2.10836353302002,1.9475358963012692
195,207,129,7,283.0,265.0,frequent,True,True,Global popularity,283.0,265.0
195,207,604,7,283.0,260.0,frequent,True,True,CAFNet,2.755199193954468,3.044356346130371
195,207,604,7,283.0,260.0,frequent,True,True,CAFNet-D,1.6771397590637207,1.2047042846679688
195,207,604,7,283.0,260.0,frequent,True,True,CAFNet-DG,2.10836353302002,1.9405651092529297
195,207,604,7,283.0,260.0,frequent,True,True,Global popularity,283.0,260.0
195,207,269,7,283.0,255.0,frequent,True,True,CAFNet,2.755199193954468,2.3086986541748047
195,207,269,7,283.0,255.0,frequent,True,True,CAFNet-D,1.6771397590637207,1.4180420637130735
195,207,269,7,283.0,255.0,frequent,True,True,CAFNet-DG,2.10836353302002,1.7743046998977658
195,207,269,7,283.0,255.0,frequent,True,True,Global popularity,283.0,255.0
195,883,146,7,116.0,117.0,frequent,True,True,CAFNet,1.8857789039611816,2.6699206829071045
195,883,146,7,116.0,117.0,frequent,True,True,CAFNet-D,0.5995049476623535,0.6241043210029602
195,883,146,7,116.0,117.0,frequent,True,True,CAFNet-DG,1.114014530181885,1.442430865764618
195,883,146,7,116.0,117.0,frequent,True,True,Global popularity,116.0,117.0
195,883,491,7,116.0,115.0,frequent,True,True,CAFNet,1.8857789039611816,2.528883218765259
195,883,491,7,116.0,115.0,frequent,True,True,CAFNet-D,0.5995049476623535,0.5760716199874878
195,883,491,7,116.0,115.0,frequent,True,True,CAFNet-DG,1.114014530181885,1.3571962594985962
195,883,491,7,116.0,115.0,frequent,True,True,Global popularity,116.0,115.0
195,883,551,7,116.0,117.0,frequent,True,True,CAFNet,1.8857789039611816,1.8258984088897705
195,883,551,7,116.0,117.0,frequent,True,True,CAFNet-D,0.5995049476623535,0.4535381495952606
195,883,551,7,116.0,117.0,frequent,True,True,CAFNet-DG,1.114014530181885,1.0024822533130646
195,883,551,7,116.0,117.0,frequent,True,True,Global popularity,116.0,117.0
195,883,733,7,116.0,113.0,frequent,True,True,CAFNet,1.8857789039611816,0.3714584112167358
195,883,733,7,116.0,113.0,frequent,True,True,CAFNet-D,0.5995049476623535,0.1657496839761734
195,883,733,7,116.0,113.0,frequent,True,True,CAFNet-DG,1.114014530181885,0.2480331748723983
195,883,733,7,116.0,113.0,frequent,True,True,Global popularity,116.0,113.0
195,883,21,7,116.0,112.0,frequent,True,True,CAFNet,1.8857789039611816,0.981872856616974
195,883,21,7,116.0,112.0,frequent,True,True,CAFNet-D,0.5995049476623535,-0.9588972926139832
195,883,21,7,116.0,112.0,frequent,True,True,CAFNet-DG,1.114014530181885,-0.1825892329216002
195,883,21,7,116.0,112.0,frequent,True,True,Global popularity,116.0,112.0
527,883,491,0,118.0,119.0,frequent,True,True,CAFNet,1.734626531600952,2.0607218742370605
527,883,491,0,118.0,119.0,frequent,True,True,CAFNet-D,0.934826910495758,0.7746517658233643
527,883,491,0,118.0,119.0,frequent,True,True,CAFNet-DG,1.2547467589378356,1.289079809188843
527,883,491,0,118.0,119.0,frequent,True,True,Global popularity,118.0,119.0
527,883,551,0,118.0,119.0,frequent,True,True,CAFNet,1.734626531600952,1.998625636100769
527,883,551,0,118.0,119.0,frequent,True,True,CAFNet-D,0.934826910495758,0.978065550327301
527,883,551,0,118.0,119.0,frequent,True,True,CAFNet-DG,1.2547467589378356,1.3862895846366885
527,883,551,0,118.0,119.0,frequent,True,True,Global popularity,118.0,119.0
527,883,146,0,118.0,114.0,frequent,True,True,CAFNet,1.734626531600952,1.8014709949493408
527,883,146,0,118.0,114.0,frequent,True,True,CAFNet-D,0.934826910495758,0.7111517190933228
527,883,146,0,118.0,114.0,frequent,True,True,CAFNet-DG,1.2547467589378356,1.14727942943573
527,883,146,0,118.0,114.0,frequent,True,True,Global popularity,118.0,114.0
527,883,733,0,118.0,114.0,frequent,True,True,CAFNet,1.734626531600952,1.715945839881897
527,883,733,0,118.0,114.0,frequent,True,True,CAFNet-D,0.934826910495758,-0.0945014804601669
527,883,733,0,118.0,114.0,frequent,True,True,CAFNet-DG,1.2547467589378356,0.6296774476766588
527,883,733,0,118.0,114.0,frequent,True,True,Global popularity,118.0,114.0
527,883,631,0,118.0,112.0,frequent,True,True,CAFNet,1.734626531600952,1.8813871145248413
